team_id,team_url,fifa_version,fifa_update,update_as_of,team_name,league_id,league_name,league_level,nationality_id,nationality_name,overall,attack,midfield,defence,coach_id,home_stadium,rival_team,international_prestige,domestic_prestige,transfer_budget_eur,club_worth_eur,starting_xi_average_age,whole_team_average_age,captain,short_free_kick,long_free_kick,left_short_free_kick,right_short_free_kick,penalties,left_corner,right_corner,def_style,def_team_width,def_team_depth,def_defence_pressure,def_defence_aggression,def_defence_width,def_defence_defender_line,off_style,off_build_up_play,off_chance_creation,off_team_width,off_players_in_box,off_corners,off_free_kicks,build_up_play_speed,build_up_play_dribbling,build_up_play_passing,build_up_play_positioning,chance_creation_passing,chance_creation_crossing,chance_creation_shooting,chance_creation_positioning
246,/team/246/feyenoord/240002,24,2,2023-09-22,Feyenoord,10,Eredivisie,1.0,34,Netherlands,76,76,74,77,23180.0,Eastpoint Arena (Football Ground),245,6,8.0,,262900000.0,23.82,23.03,199813.0,236593.0,236593.0,271400.0,236593.0,245152.0,271400.0,236593.0,Press after possession loss,61.0,61.0,,,,,,Balanced,Balanced,61.0,5.0,3.0,3.0,,,,,,,,
247,/team/247/psv/240002,24,2,2023-09-22,PSV,10,Eredivisie,1.0,34,Netherlands,76,78,74,75,455958.0,Philips Stadion,245,5,9.0,,281800000.0,26.18,24.0,189805.0,253109.0,253109.0,253109.0,186190.0,189805.0,253109.0,253109.0,Pressure on heavy touch,51.0,71.0,,,,,,Fast build up,Forward runs,51.0,8.0,3.0,3.0,,,,,,,,
245,/team/245/ajax/240002,24,2,2023-09-22,Ajax,10,Eredivisie,1.0,34,Netherlands,75,77,74,73,458500.0,Johan Cruijff ArenA,246,7,10.0,,432000000.0,22.64,22.38,225953.0,229158.0,229158.0,229158.0,229158.0,200260.0,225953.0,229158.0,Balanced,61.0,81.0,,,,,,Slow build up,Possession,71.0,7.0,3.0,3.0,,,,,,,,
1906,/team/1906/az-alkmaar/240002,24,2,2023-09-22,AZ Alkmaar,10,Eredivisie,1.0,34,Netherlands,73,71,73,71,459182.0,Stadion Neder,245,4,8.0,,119800000.0,24.36,22.47,199422.0,242916.0,242916.0,242916.0,234671.0,239361.0,242916.0,242916.0,Press after possession loss,61.0,61.0,,,,,,Slow build up,Possession,61.0,6.0,3.0,3.0,,,,,,,,
1908,/team/1908/fc-twente/240002,24,2,2023-09-22,FC Twente,10,Eredivisie,1.0,34,Netherlands,71,70,70,73,22158402.0,Waldstadion (Fussballstadion),100634,2,7.0,,69600000.0,24.73,23.44,208462.0,257502.0,245209.0,229435.0,257502.0,229435.0,245209.0,245209.0,Press after possession loss,51.0,61.0,,,,,,Long ball,Direct passing,61.0,4.0,3.0,3.0,,,,,,,,
1903,/team/1903/fc-utrecht/240002,24,2,2023-09-22,FC Utrecht,10,Eredivisie,1.0,34,Netherlands,70,67,70,70,456555.0,Ivy Lane,245,2,6.0,,60800000.0,25.73,24.32,207725.0,256890.0,198006.0,198006.0,256890.0,198006.0,198006.0,256890.0,Balanced,41.0,41.0,,,,,,Balanced,Balanced,61.0,3.0,3.0,3.0,,,,,,,,
1910,/team/1910/nec/240002,24,2,2023-09-22,NEC,10,Eredivisie,1.0,34,Netherlands,69,70,68,68,23707.0,Molton Road (Sheldon Stadium),1909,1,4.0,,27500000.0,26.09,23.39,172143.0,172143.0,172143.0,172143.0,172143.0,172143.0,172143.0,172143.0,Balanced,61.0,51.0,,,,,,Balanced,Balanced,61.0,3.0,3.0,3.0,,,,,,,,
1913,/team/1913/sc-heerenveen/240002,24,2,2023-09-22,SC Heerenveen,10,Eredivisie,1.0,34,Netherlands,69,70,69,68,32031640.0,Waldstadion (Fussballstadion),1909,1,5.0,,41500000.0,25.55,23.38,213000.0,209316.0,209316.0,209316.0,209316.0,277558.0,209316.0,209316.0,Balanced,41.0,41.0,,,,,,Fast build up,Forward runs,61.0,4.0,3.0,3.0,,,,,,,,
634,/team/634/fortuna-sittard/240002,24,2,2023-09-22,Fortuna Sittard,10,Eredivisie,1.0,34,Netherlands,68,67,68,68,23316.0,Molton Road (Sheldon Stadium),1905,1,3.0,,18000000.0,26.27,24.67,197860.0,216349.0,216349.0,216349.0,216349.0,264257.0,216349.0,216349.0,Balanced,51.0,51.0,,,,,,Fast build up,Forward runs,51.0,3.0,3.0,3.0,,,,,,,,
1909,/team/1909/vitesse/240002,24,2,2023-09-22,Vitesse,10,Eredivisie,1.0,34,Netherlands,68,67,69,67,23029.0,Stade Municipal,1910,2,5.0,,37600000.0,25.55,22.96,199767.0,199767.0,199767.0,199767.0,199767.0,199767.0,199767.0,199767.0,Balanced,61.0,51.0,,,,,,Balanced,Balanced,61.0,4.0,3.0,3.0,,,,,,,,
100634,/team/100634/heracles-almelo/240002,24,2,2023-09-22,Heracles Almelo,10,Eredivisie,1.0,34,Netherlands,67,67,66,66,2510291.0,Stadion Neder,1908,1,3.0,,25500000.0,26.55,23.43,231823.0,222165.0,222165.0,222165.0,222165.0,223370.0,224859.0,224859.0,Balanced,51.0,61.0,,,,,,Balanced,Balanced,51.0,4.0,3.0,3.0,,,,,,,,
100646,/team/100646/sparta-rotterdam/240002,24,2,2023-09-22,Sparta Rotterdam,10,Eredivisie,1.0,34,Netherlands,67,67,68,66,1552387.0,Stadion Neder,246,1,4.0,,26300000.0,25.82,23.77,216193.0,177569.0,177569.0,177569.0,177569.0,242531.0,276712.0,276712.0,Balanced,41.0,51.0,,,,,,Fast build up,Forward runs,51.0,5.0,3.0,3.0,,,,,,,,
1905,/team/1905/rkc-waalwijk/240002,24,2,2023-09-22,RKC Waalwijk,10,Eredivisie,1.0,34,Netherlands,66,66,64,67,523972.0,Molton Road (Sheldon Stadium),634,1,2.0,,15100000.0,25.91,24.74,184614.0,208790.0,208790.0,208790.0,208790.0,184614.0,208790.0,208790.0,Balanced,51.0,41.0,,,,,,Balanced,Balanced,61.0,4.0,3.0,3.0,,,,,,,,
1914,/team/1914/pec-zwolle/240002,24,2,2023-09-22,PEC Zwolle,10,Eredivisie,1.0,34,Netherlands,66,68,66,66,33968968.0,Molton Road (Sheldon Stadium),100632,1,3.0,,21200000.0,25.82,24.07,209371.0,226539.0,226539.0,226539.0,226539.0,242202.0,226539.0,226539.0,Balanced,51.0,51.0,,,,,,Balanced,Balanced,71.0,5.0,3.0,3.0,,,,,,,,
1971,/team/1971/excelsior/240002,24,2,2023-09-22,Excelsior,10,Eredivisie,1.0,34,Netherlands,66,65,65,65,4187834.0,Court Lane,100646,1,1.0,,11900000.0,22.82,22.54,269436.0,269471.0,269436.0,269471.0,269436.0,269472.0,269471.0,269471.0,Balanced,41.0,41.0,,,,,,Long ball,Direct passing,41.0,3.0,3.0,3.0,,,,,,,,
100632,/team/100632/go-ahead-eagles/240002,24,2,2023-09-22,Go Ahead Eagles,10,Eredivisie,1.0,34,Netherlands,66,67,66,67,455925.0,Molton Road (Sheldon Stadium),1914,1,2.0,,16100000.0,25.45,23.7,217585.0,270578.0,262403.0,270578.0,262403.0,270578.0,262403.0,270578.0,Balanced,41.0,41.0,,,,,,Fast build up,Forward runs,51.0,5.0,3.0,3.0,,,,,,,,
111380,/team/111380/almere-city/240002,24,2,2023-09-22,Almere City,10,Eredivisie,1.0,34,Netherlands,65,65,65,65,456391.0,Court Lane,645,1,1.0,,15200000.0,25.18,24.07,223813.0,260076.0,216836.0,260076.0,188540.0,275858.0,188540.0,188540.0,Balanced,61.0,41.0,,,,,,Balanced,Balanced,51.0,4.0,3.0,3.0,,,,,,,,
645,/team/645/fc-volendam/240002,24,2,2023-09-22,FC Volendam,10,Eredivisie,1.0,34,Netherlands,64,64,63,64,33203634.0,Court Lane,111380,1,1.0,,13800000.0,22.73,21.3,223814.0,225152.0,269258.0,225152.0,225152.0,225152.0,221907.0,269258.0,Balanced,51.0,51.0,,,,,,Balanced,Balanced,51.0,3.0,3.0,3.0,,,,,,,,
