team_id,team_url,fifa_version,fifa_update,update_as_of,team_name,league_id,league_name,league_level,nationality_id,nationality_name,overall,attack,midfield,defence,coach_id,home_stadium,rival_team,international_prestige,domestic_prestige,transfer_budget_eur,club_worth_eur,starting_xi_average_age,whole_team_average_age,captain,short_free_kick,long_free_kick,left_short_free_kick,right_short_free_kick,penalties,left_corner,right_corner,def_style,def_team_width,def_team_depth,def_defence_pressure,def_defence_aggression,def_defence_width,def_defence_defender_line,off_style,off_build_up_play,off_chance_creation,off_team_width,off_players_in_box,off_corners,off_free_kicks,build_up_play_speed,build_up_play_dribbling,build_up_play_passing,build_up_play_positioning,chance_creation_passing,chance_creation_crossing,chance_creation_shooting,chance_creation_positioning
10,/team/10/manchester-city/240002,24,2,2023-09-22,Manchester City,13,Premier League,1.0,14,England,85,87,86,83,455361.0,Etihad Stadium,11,10,10.0,,4600000000.0,26.91,25.14,188377.0,237692.0,246191.0,246191.0,237692.0,239085.0,246191.0,237692.0,Press after possession loss,71.0,61.0,,,,,,Balanced,Balanced,81.0,6.0,3.0,3.0,,,,,,,,
9,/team/9/liverpool/240002,24,2,2023-09-22,Liverpool,13,Premier League,1.0,14,England,83,84,82,84,455353.0,Anfield,11,9,9.0,,4600000000.0,26.82,24.25,203376.0,231281.0,231281.0,231281.0,231281.0,209331.0,216267.0,231281.0,Press after possession loss,61.0,71.0,,,,,,Balanced,Balanced,71.0,5.0,3.0,3.0,,,,,,,,
1,/team/1/arsenal/240002,24,2,2023-09-22,Arsenal,13,Premier League,1.0,14,England,82,82,84,81,307.0,Emirates Stadium,18,7,8.0,,2100000000.0,23.82,23.81,222665.0,222665.0,222665.0,222665.0,222665.0,246669.0,251566.0,246669.0,Press after possession loss,51.0,61.0,,,,,,Slow build up,Possession,61.0,6.0,3.0,3.0,,,,,,,,
11,/team/11/manchester-united/240002,24,2,2023-09-22,Manchester United,13,Premier League,1.0,14,England,82,82,83,80,456113.0,Old Trafford,9,8,9.0,,4800000000.0,26.73,25.03,212198.0,212198.0,212198.0,212198.0,212198.0,212198.0,212198.0,212198.0,Pressure on heavy touch,71.0,71.0,,,,,,Slow build up,Possession,71.0,4.0,3.0,3.0,,,,,,,,
13,/team/13/newcastle-united/240002,24,2,2023-09-22,Newcastle United,13,Premier League,1.0,14,England,81,79,81,82,523911.0,St. James' Park,106,6,7.0,,730500000.0,26.91,25.97,186345.0,186345.0,186345.0,186345.0,186345.0,233731.0,186345.0,186345.0,Press after possession loss,51.0,61.0,,,,,,Balanced,Balanced,51.0,4.0,3.0,3.0,,,,,,,,
18,/team/18/tottenham-hotspur/240002,24,2,2023-09-22,Tottenham Hotspur,13,Premier League,1.0,14,England,81,81,80,79,938.0,Tottenham Hotspur Stadium,1,7,7.0,,2600000000.0,24.27,24.97,200104.0,200104.0,200104.0,200104.0,200104.0,220697.0,200104.0,200104.0,Pressure on heavy touch,61.0,61.0,,,,,,Slow build up,Possession,71.0,5.0,3.0,3.0,,,,,,,,
2,/team/2/aston-villa/240002,24,2,2023-09-22,Aston Villa,13,Premier League,1.0,14,England,80,82,79,79,455907.0,Villa Park,109,5,6.0,,695500000.0,26.0,24.73,210881.0,236499.0,236499.0,236499.0,236499.0,221697.0,236499.0,236499.0,Pressure on heavy touch,51.0,51.0,,,,,,Fast build up,Forward runs,51.0,4.0,3.0,3.0,,,,,,,,
5,/team/5/chelsea/240002,24,2,2023-09-22,Chelsea,13,Premier League,1.0,14,England,80,77,81,78,2922.0,Stamford Bridge,1,7,8.0,,2900000000.0,24.55,22.58,229984.0,247090.0,247090.0,202652.0,247090.0,247090.0,229984.0,247090.0,Pressure on heavy touch,61.0,61.0,,,,,,Slow build up,Possession,71.0,5.0,3.0,3.0,,,,,,,,
19,/team/19/west-ham-united/240002,24,2,2023-09-22,West Ham United,13,Premier League,1.0,14,England,78,78,79,78,455355.0,London Stadium,97,6,6.0,,993600000.0,27.91,25.3,204311.0,205569.0,205569.0,205569.0,205569.0,220621.0,205569.0,205569.0,Balanced,41.0,41.0,,,,,,Fast build up,Forward runs,61.0,4.0,3.0,3.0,,,,,,,,
7,/team/7/everton/240002,24,2,2023-09-22,Everton,13,Premier League,1.0,14,England,77,79,77,75,455461.0,Goodison Park,9,4,3.0,,684500000.0,26.91,25.86,202695.0,152908.0,152908.0,152908.0,243282.0,236276.0,152908.0,243282.0,Balanced,51.0,41.0,,,,,,Long ball,Direct passing,61.0,4.0,3.0,3.0,,,,,,,,
