team_id,team_url,fifa_version,fifa_update,update_as_of,team_name,league_id,league_name,league_level,nationality_id,nationality_name,overall,attack,midfield,defence,coach_id,home_stadium,rival_team,international_prestige,domestic_prestige,transfer_budget_eur,club_worth_eur,starting_xi_average_age,whole_team_average_age,captain,short_free_kick,long_free_kick,left_short_free_kick,right_short_free_kick,penalties,left_corner,right_corner,def_style,def_team_width,def_team_depth,def_defence_pressure,def_defence_aggression,def_defence_width,def_defence_defender_line,off_style,off_build_up_play,off_chance_creation,off_team_width,off_players_in_box,off_corners,off_free_kicks,build_up_play_speed,build_up_play_dribbling,build_up_play_passing,build_up_play_positioning,chance_creation_passing,chance_creation_crossing,chance_creation_shooting,chance_creation_positioning
1819,/team/1819/saint-etienne/240002,24,2,2023-09-22,Saint-Étienne,17,Ligue 2,2.0,18,France,71,70,70,71,94064.0,Ivy Lane,66,1,9.0,,60000000.0,26.18,24.97,223138.0,245855.0,256902.0,256902.0,245855.0,244022.0,245855.0,245855.0,Balanced,41.0,41.0,,,,,,Fast build up,Forward runs,61.0,4.0,3.0,3.0,,,,,,,,
59,/team/59/bordeaux/240002,24,2,2023-09-22,Bordeaux,17,Ligue 2,2.0,18,France,69,70,68,70,529830.0,Waldstadion (Fussballstadion),219,1,9.0,,70000000.0,25.64,22.5,224189.0,224189.0,224189.0,237132.0,224189.0,237132.0,230019.0,237132.0,Balanced,51.0,51.0,,,,,,Balanced,Balanced,51.0,4.0,3.0,3.0,,,,,,,,
1530,/team/1530/angers-sco/240002,24,2,2023-09-22,Angers SCO,17,Ligue 2,2.0,18,France,69,70,70,69,97031.0,Forest Park Stadium (Square Ground),1814,1,9.0,,70000000.0,28.55,24.64,209781.0,209781.0,209781.0,209781.0,209781.0,239025.0,209781.0,209781.0,Balanced,41.0,51.0,,,,,,Balanced,Balanced,61.0,4.0,3.0,3.0,,,,,,,,
57,/team/57/auxerre/240002,24,2,2023-09-22,Auxerre,17,Ligue 2,2.0,18,France,68,68,68,69,456247.0,Forest Park Stadium (Square Ground),294,1,10.0,,60000000.0,26.09,24.35,217565.0,232360.0,232360.0,232360.0,232360.0,229448.0,232360.0,232360.0,Balanced,41.0,61.0,,,,,,Balanced,Balanced,61.0,4.0,3.0,3.0,,,,,,,,
210,/team/210/caen/240002,24,2,2023-09-22,Caen,17,Ligue 2,2.0,18,France,68,68,67,69,524286.0,Stade Municipal,1738,1,6.0,,34000000.0,28.09,25.0,184190.0,199419.0,199419.0,199419.0,199419.0,223510.0,199419.0,199419.0,Balanced,41.0,51.0,,,,,,Fast build up,Forward runs,61.0,3.0,3.0,3.0,,,,,,,,
294,/team/294/troyes/240002,24,2,2023-09-22,Troyes,17,Ligue 2,2.0,18,France,68,67,68,67,1631.0,Stadion Neder,379,1,8.0,,65000000.0,23.09,22.59,193683.0,193683.0,193683.0,193683.0,193683.0,201073.0,270886.0,193683.0,Balanced,41.0,51.0,,,,,,Balanced,Balanced,61.0,5.0,3.0,3.0,,,,,,,,
614,/team/614/ajaccio/240002,24,2,2023-09-22,Ajaccio,17,Ligue 2,2.0,18,France,68,67,69,67,455815.0,Crown Lane,58,1,7.0,,50000000.0,28.36,26.65,228774.0,193001.0,193001.0,193001.0,193001.0,178160.0,193001.0,193001.0,Balanced,61.0,51.0,,,,,,Fast build up,Forward runs,61.0,4.0,3.0,3.0,,,,,,,,
1816,/team/1816/amiens-sc/240002,24,2,2023-09-22,Amiens SC,17,Ligue 2,2.0,18,France,68,67,68,65,95070.0,Stadion Neder,65,1,4.0,,26000000.0,26.91,25.0,176994.0,186197.0,186197.0,186197.0,186197.0,186197.0,186197.0,186197.0,Balanced,71.0,37.0,,,,,,Fast build up,Forward runs,61.0,3.0,3.0,3.0,,,,,,,,
62,/team/62/guingamp/240002,24,2,2023-09-22,Guingamp,17,Ligue 2,2.0,18,France,67,67,66,66,94341.0,Court Lane,378,1,6.0,,40000000.0,25.64,25.66,212735.0,225174.0,225174.0,225174.0,225174.0,213839.0,225174.0,225174.0,Balanced,51.0,61.0,,,,,,Fast build up,Forward runs,61.0,3.0,3.0,3.0,,,,,,,,
1805,/team/1805/grenoble-foot-38/240002,24,2,2023-09-22,Grenoble Foot 38,17,Ligue 2,2.0,18,France,67,65,67,67,94233.0,Stadion Neder,66,1,3.0,,20000000.0,25.73,25.28,196316.0,224590.0,224590.0,224590.0,224590.0,224590.0,224590.0,224590.0,Balanced,51.0,51.0,,,,,,Fast build up,Forward runs,61.0,3.0,3.0,3.0,,,,,,,,
