team_id,team_url,fifa_version,fifa_update,update_as_of,team_name,league_id,league_name,league_level,nationality_id,nationality_name,overall,attack,midfield,defence,coach_id,home_stadium,rival_team,international_prestige,domestic_prestige,transfer_budget_eur,club_worth_eur,starting_xi_average_age,whole_team_average_age,captain,short_free_kick,long_free_kick,left_short_free_kick,right_short_free_kick,penalties,left_corner,right_corner,def_style,def_team_width,def_team_depth,def_defence_pressure,def_defence_aggression,def_defence_width,def_defence_defender_line,off_style,off_build_up_play,off_chance_creation,off_team_width,off_players_in_box,off_corners,off_free_kicks,build_up_play_speed,build_up_play_dribbling,build_up_play_passing,build_up_play_positioning,chance_creation_passing,chance_creation_crossing,chance_creation_shooting,chance_creation_positioning
452,/team/452/espanyol/240002,24,2,2023-09-22,Espanyol,54,La Liga 2,2.0,45,Spain,74,76,74,74,62986.0,RCDE Stadium,241,3,10.0,,55000000.0,27.64,24.7,192816.0,229631.0,229631.0,229631.0,228326.0,193290.0,229631.0,228326.0,Press after possession loss,61.0,51.0,,,,,,Slow build up,Possession,61.0,4.0,3.0,3.0,,,,,,,,
462,/team/462/real-valladolid/240002,24,2,2023-09-22,Real Valladolid,54,La Liga 2,2.0,45,Spain,72,71,72,72,186071.0,Estadio José Zorrilla,459,1,9.0,,11000000.0,27.18,24.72,199575.0,241933.0,241933.0,241933.0,241933.0,215639.0,241933.0,241933.0,Pressure on heavy touch,51.0,51.0,,,,,,Fast build up,Forward runs,51.0,5.0,3.0,3.0,,,,,,,,
468,/team/468/elche/240002,24,2,2023-09-22,Elche,54,La Liga 2,2.0,45,Spain,72,73,71,71,453012.0,Estadio Martínez Valero,1853,1,9.0,,5000000.0,28.91,26.92,189172.0,189172.0,189172.0,189172.0,189172.0,189172.0,189172.0,189172.0,Balanced,51.0,51.0,,,,,,Long ball,Direct passing,51.0,3.0,3.0,3.0,,,,,,,,
467,/team/467/sd-eibar/240002,24,2,2023-09-22,SD Eibar,54,La Liga 2,2.0,45,Spain,71,71,72,71,185262.0,Municipal de Ipurua,457,1,8.0,,29000000.0,27.18,26.54,199986.0,213937.0,213937.0,199986.0,213937.0,189857.0,213937.0,213937.0,Press after possession loss,51.0,71.0,,,,,,Slow build up,Possession,61.0,7.0,3.0,3.0,,,,,,,,
1853,/team/1853/levante/240002,24,2,2023-09-22,Levante,54,La Liga 2,2.0,45,Spain,71,70,70,71,185346.0,Estadio Ciutat de València,461,1,9.0,,49000000.0,26.18,24.1,214639.0,243312.0,243312.0,243312.0,243312.0,262081.0,252598.0,252598.0,Balanced,61.0,61.0,,,,,,Balanced,Balanced,71.0,4.0,3.0,3.0,,,,,,,,
244,/team/244/real-zaragoza/240002,24,2,2023-09-22,Real Zaragoza,54,La Liga 2,2.0,45,Spain,70,70,70,70,460096.0,El Libertador (La Bombastico),110839,2,7.0,,7000000.0,27.09,24.48,188938.0,241588.0,256341.0,241588.0,256341.0,230623.0,241588.0,241588.0,Pressure on heavy touch,61.0,51.0,,,,,,Slow build up,Possession,61.0,6.0,3.0,3.0,,,,,,,,
260,/team/260/tenerife/240002,24,2,2023-09-22,Tenerife,54,La Liga 2,2.0,45,Spain,70,72,70,70,456258.0,Stadio Classico,472,1,8.0,,7000000.0,27.45,26.3,243993.0,277069.0,246169.0,231414.0,277069.0,243993.0,246169.0,246169.0,Pressure on heavy touch,71.0,61.0,,,,,,Balanced,Balanced,71.0,3.0,3.0,3.0,,,,,,,,
459,/team/459/sporting-gijon/240002,24,2,2023-09-22,Sporting Gijón,54,La Liga 2,2.0,45,Spain,70,69,69,71,36083600.0,Stade Municipal,110827,1,7.0,,17000000.0,26.09,25.13,221430.0,229991.0,229991.0,229991.0,229991.0,221430.0,229991.0,229991.0,Balanced,41.0,41.0,,,,,,Fast build up,Forward runs,61.0,3.0,3.0,3.0,,,,,,,,
110827,/team/110827/real-oviedo/240002,24,2,2023-09-22,Real Oviedo,54,La Liga 2,2.0,45,Spain,70,69,71,70,456409.0,Stadion Europa (Generic Europe 2),459,1,6.0,,3900000.0,26.64,25.1,194996.0,219571.0,219571.0,219571.0,219571.0,219571.0,219571.0,219571.0,Pressure on heavy touch,41.0,51.0,,,,,,Long ball,Direct passing,81.0,3.0,3.0,3.0,,,,,,,,
456,/team/456/racing-santander/240002,24,2,2023-09-22,Racing Santander,54,La Liga 2,2.0,45,Spain,69,67,69,68,9950240.0,Stade Municipal,448,1,5.0,,4400000.0,27.64,24.8,254005.0,228144.0,228144.0,228144.0,228144.0,228144.0,228144.0,228144.0,Balanced,41.0,41.0,,,,,,Fast build up,Forward runs,51.0,3.0,3.0,3.0,,,,,,,,
